,pred
382,False
383,False
384,True
385,False
386,True
387,True
388,False
389,True
390,True
391,True
392,True
393,True
394,False
395,False
396,True
397,True
398,True
399,True
400,True
401,False
402,False
403,True
404,False
405,False
406,True
407,True
408,True
409,True
410,False
411,True
412,False
413,True
414,False
415,True
416,False
417,False
418,False
419,False
420,True
421,False
422,True
423,True
424,False
425,False
426,True
427,True
428,True
429,True
430,False
431,True
432,True
433,True
434,True
435,True
436,False
437,True
438,False
439,True
440,True
441,True
442,True
443,False
444,False
445,True
446,False
447,True
448,True
449,False
450,True
451,True
452,False
453,True
454,False
455,True
456,True
457,False
458,False
459,False
460,False
461,False
462,True
463,False
464,True
465,False
466,False
467,True
468,True
469,False
470,True
471,True
472,True
473,True
474,False
475,True
476,False
477,False
478,False
479,False
480,True
481,True
482,True
483,True
484,True
485,False
486,True
487,False
488,True
489,False
490,False
491,True
492,False
493,False
494,True
495,False
496,True
497,True
498,False
499,True
500,True
501,False
502,False
503,True
504,True
505,True
506,True
507,False
508,False
509,True
510,False
511,False
512,True
513,True
514,True
515,False
516,False
517,True
518,True
519,False
520,False
521,True
522,True
523,True
524,True
525,True
526,True
527,False
528,True
529,False
530,True
531,False
532,True
533,True
534,False
535,True
536,True
537,True
538,False
539,True
540,True
541,False
542,False
543,False
544,True
545,True
546,True
547,True
548,False
549,False
550,True
551,False
552,False
553,True
554,False
555,False
556,False
557,False
558,False
559,False
560,False
561,False
562,False
563,False
564,False
565,True
566,False
567,False
568,True
569,False
570,False
571,True
572,False
573,True
574,False
575,True
576,True
577,False
578,True
579,True
580,True
581,False
582,False
583,True
584,True
585,True
586,True
587,True
588,True
589,False
590,False
591,False
592,False
593,True
594,True
595,True
596,False
597,False
598,False
599,False
600,True
601,False
602,True
603,False
604,False
605,True
606,True
607,True
608,False
609,True
610,True
611,True
612,True
613,True
614,False
615,False
616,True
617,True
618,False
619,True
620,False
621,True
622,False
623,True
624,False
625,True
626,False
627,True
628,True
629,True
630,True
631,True
632,False
633,True
634,False
635,False
636,True
637,True
638,False
639,True
640,True
641,False
642,True
643,False
644,True
645,False
646,False
647,False
648,False
649,True
650,True
651,True
652,True
653,True
654,False
655,False
656,False
657,True
658,True
659,False
660,True
661,True
662,False
663,True
664,True
665,False
666,False
667,True
668,True
669,False
670,False
671,True
672,True
673,False
674,True
675,True
676,False
677,True
678,False
679,True
680,True
681,False
682,True
683,False
684,False
685,True
686,False
687,True
688,False
689,True
690,True
691,False
692,False
693,True
694,False
695,True
696,False
697,True
698,True
699,True
700,True
701,False
702,True
703,False
704,False
705,False
706,True
707,True
708,True
709,True
710,True
711,True
712,True
713,False
714,False
715,False
716,False
717,True
718,True
719,True
720,False
721,False
722,True
723,True
724,True
725,False
726,True
727,False
728,False
729,False
730,True
731,True
732,True
733,True
734,False
735,False
736,True
737,False
738,False
739,False
740,False
741,False
742,False
743,True
744,False
745,True
746,False
747,False
748,False
749,False
750,False
751,True
752,False
753,False
754,False
755,True
756,False
757,True
758,True
759,True
760,False
761,True
762,False
763,False
764,True
765,True
766,False
767,False
768,True
769,True
770,False
771,True
772,True
773,True
774,False
775,False
776,False
777,False
778,False
779,True
780,True
781,True
782,True
783,False
784,True
785,True
786,True
787,True
788,True
789,True
790,False
791,True
792,False
793,True
794,False
795,True
796,True
797,True
798,True
799,False
800,True
801,False
802,False
803,True
804,True
805,True
806,False
807,False
808,False
809,False
810,False
811,False
812,False
813,False
814,False
815,False
816,False
817,True
818,True
819,True
820,True
821,True
822,False
823,True
824,False
825,False
826,False
827,False
828,True
829,False
830,True
831,True
832,False
833,False
834,False
835,False
836,False
837,True
838,False
839,True
840,True
841,False
842,False
843,True
844,True
845,True
846,True
847,False
848,False
849,False
850,True
851,False
852,True
853,False
854,True
855,False
856,False
857,False
858,True
859,True
860,True
861,True
862,False
863,True
864,True
865,True
866,False
867,False
868,False
869,False
870,True
871,False
872,False
873,True
874,True
875,False
876,True
877,True
878,False
879,True
880,False
881,True
882,False
883,False
884,False
885,False
886,True
887,False
888,True
889,False
890,True
891,True
892,True
893,True
894,False
895,False
896,False
897,True
898,False
899,True
900,False
901,False
902,False
903,False
904,False
905,True
906,False
907,False
908,False
909,False
910,True
911,False
912,False
913,False
914,True
915,True
916,False
917,True
918,True
919,True
920,False
921,False
922,True
923,True
924,True
925,False
926,True
927,False
928,True
929,True
930,False
931,False
932,False
933,False
934,False
935,False
936,True
937,False
938,False
939,False
940,True
941,False
942,False
943,True
944,False
945,False
946,True
947,False
948,True
949,True
950,True
951,True
952,True
953,True
954,False
955,True
956,True
957,True
958,True
959,True
960,True
961,False
962,False
963,True
964,True
965,True
966,True
967,True
968,False
969,True
970,True
971,True
972,False
973,False
974,False
975,False
976,False
977,True
978,False
979,False
980,False
981,False
982,False
983,True
984,True
985,True
986,False
987,True
988,True
989,False
990,True
991,False
992,True
993,True
994,True
995,False
996,False
997,False
998,False
999,False
1000,True
1001,True
1002,True
1003,False
1004,True
1005,False
1006,False
1007,True
1008,False
1009,True
1010,False
1011,False
1012,True
1013,True
1014,False
1015,False
1016,True
1017,True
1018,False
1019,False
1020,False
1021,True
1022,True
1023,False
1024,False
1025,True
1026,True
1027,False
1028,True
1029,True
1030,True
1031,True
1032,True
1033,True
1034,True
1035,False
1036,True
1037,False
1038,True
1039,True
1040,False
1041,True
1042,True
1043,True
1044,True
1045,False
1046,True
1047,True
1048,True
1049,True
1050,True
1051,True
1052,True
1053,False
1054,True
1055,False
1056,False
1057,False
1058,True
1059,True
1060,False
1061,False
1062,False
1063,True
1064,False
1065,True
1066,True
1067,False
1068,True
1069,True
1070,True
1071,True
1072,False
1073,False
1074,False
1075,True
1076,False
1077,False
1078,True
1079,False
1080,True
1081,False
1082,False
1083,False
1084,False
1085,True
1086,False
1087,False
1088,False
1089,False
1090,True
1091,True
1092,True
1093,False
1094,False
1095,False
1096,False
1097,False
1098,False
1099,True
1100,True
1101,False
1102,False
1103,True
1104,False
1105,False
1106,True
1107,True
1108,False
1109,False
1110,True
1111,True
1112,True
1113,True
1114,False
1115,True
1116,True
1117,True
1118,True
1119,False
1120,True
1121,True
1122,False
1123,False
1124,False
1125,True
1126,False
1127,True
1128,False
1129,True
1130,True
1131,True
1132,True
1133,True
1134,False
1135,False
1136,True
1137,False
1138,True
1139,True
1140,True
1141,False
1142,False
1143,False
1144,False
1145,False
1146,True
1147,True
1148,False
1149,False
1150,True
1151,False
1152,False
1153,True
1154,True
1155,False
1156,False
1157,False
1158,True
1159,False
1160,True
1161,False
1162,True
1163,True
1164,False
1165,True
1166,True
1167,True
1168,False
1169,True
1170,False
1171,False
1172,False
1173,True
1174,True
1175,False
1176,False
1177,True
1178,False
1179,True
1180,False
1181,True
1182,True
1183,True
1184,False
1185,True
1186,True
1187,True
1188,True
1189,False
1190,False
1191,False
1192,True
1193,False
1194,False
1195,False
1196,False
1197,False
1198,True
1199,True
1200,True
1201,False
1202,True
1203,False
1204,True
1205,False
1206,False
1207,True
1208,True
1209,False
1210,True
1211,False
1212,False
1213,True
1214,False
1215,False
1216,True
1217,True
1218,False
1219,False
1220,False
1221,False
1222,True
1223,False
1224,True
1225,False
1226,True
1227,False
1228,True
1229,False
1230,False
1231,False
1232,True
1233,False
1234,True
1235,False
1236,False
1237,False
1238,False
1239,False
1240,False
1241,True
1242,False
1243,True
1244,False
1245,False
1246,False
1247,True
1248,False
1249,False
1250,True
1251,False
1252,False
1253,True
1254,False
1255,False
1256,False
1257,False
1258,True
1259,False
1260,True
1261,False
1262,False
1263,False
1264,False
1265,False
1266,True
1267,False
1268,True
1269,False
1270,False
1271,False
1272,True
1273,False
1274,True
1275,False
1276,False
1277,False
1278,False
1279,False
1280,False
1281,True
1282,True
1283,False
1284,True
1285,True
1286,True
1287,True
1288,True
1289,False
1290,True
1291,True
1292,False
1293,False
1294,True
1295,False
1296,False
1297,False
1298,False
1299,False
1300,False
1301,True
1302,False
1303,False
1304,True
1305,False
1306,False
1307,True
1308,False
1309,False
1310,True
1311,False
1312,True
1313,False
1314,True
1315,True
1316,True
1317,False
1318,True
1319,False
1320,False
1321,True
1322,True
1323,True
1324,False
1325,True
1326,True
1327,True
1328,False
1329,False
1330,True
1331,False
1332,True
1333,False
1334,False
1335,False
1336,False
1337,True
1338,True
1339,False
1340,True
1341,False
1342,False
1343,False
1344,True
1345,False
1346,False
1347,False
1348,True
1349,True
1350,False
1351,True
1352,True
1353,False
1354,True
1355,True
1356,True
1357,True
1358,False
1359,True
1360,True
1361,False
1362,True
1363,False
1364,True
1365,False
1366,False
1367,False
1368,True
1369,True
1370,True
1371,True
1372,False
1373,False
1374,False
1375,True
1376,True
1377,True
1378,False
1379,True
1380,True
1381,True
1382,True
1383,True
1384,True
1385,False
1386,False
1387,False
1388,True
1389,True
1390,True
1391,True
1392,False
1393,False
1394,False
1395,True
1396,False
1397,True
1398,True
1399,False
1400,False
1401,False
1402,True
1403,False
1404,True
1405,False
1406,True
1407,True
1408,True
1409,False
1410,False
1411,True
1412,True
1413,False
1414,False
1415,True
1416,True
1417,True
1418,False
1419,True
1420,False
1421,False
1422,False
1423,True
1424,True
1425,True
1426,True
1427,True
1428,False
1429,True
1430,False
1431,False
1432,True
1433,True
1434,True
1435,False
1436,True
1437,False
1438,False
1439,True
1440,True
1441,True
1442,False
1443,True
1444,False
1445,True
1446,False
1447,False
1448,False
1449,False
1450,False
1451,False
1452,False
1453,False
1454,False
1455,False
1456,True
1457,False
1458,True
1459,False
1460,False
1461,False
1462,True
1463,True
1464,False
1465,False
1466,False
1467,True
1468,True
1469,False
1470,True
1471,True
1472,False
1473,False
1474,False
1475,False
1476,False
1477,True
1478,False
1479,False
1480,False
1481,False
1482,True
1483,True
1484,True
1485,True
1486,False
1487,False
1488,True
1489,True
1490,True
1491,False
1492,True
1493,True
1494,True
1495,True
1496,True
1497,True
1498,True
1499,True
1500,True
1501,True
1502,False
1503,True
1504,False
1505,False
1506,False
1507,True
1508,True
1509,False
1510,True
1511,False
1512,False
1513,True
1514,True
1515,False
1516,True
1517,True
1518,False
1519,False
1520,False
1521,False
1522,False
1523,True
1524,False
1525,True
1526,True
1527,False
1528,False
1529,False
1530,False
1531,False
1532,False
1533,True
1534,True
1535,True
1536,True
1537,True
1538,False
1539,True
1540,False
1541,True
1542,True
1543,False
1544,True
1545,False
1546,False
1547,False
1548,False
1549,True
1550,False
1551,False
1552,False
1553,False
1554,False
1555,True
1556,True
1557,True
1558,True
1559,False
1560,False
1561,False
1562,False
1563,True
1564,True
1565,True
1566,True
1567,False
1568,False
1569,True
1570,False
1571,True
1572,False
1573,True
1574,False
1575,False
1576,False
1577,False
1578,False
1579,False
1580,True
1581,True
1582,False
1583,False
1584,True
1585,True
1586,True
1587,False
1588,True
1589,True
1590,False
1591,True
1592,True
1593,True
1594,False
1595,False
1596,True
1597,True
1598,False
1599,True
1600,True
1601,False
1602,False
1603,False
1604,False
1605,False
1606,False
1607,True
1608,False
1609,False
1610,False
1611,True
1612,False
1613,False
1614,True
1615,False
1616,True
1617,False
1618,False
1619,True
1620,True
1621,True
1622,False
1623,True
1624,False
1625,True
1626,True
1627,False
1628,False
1629,False
1630,False
1631,False
1632,True
1633,False
1634,True
1635,False
1636,False
1637,False
1638,True
1639,True
1640,True
1641,False
1642,False
1643,False
1644,True
1645,False
1646,False
1647,False
1648,True
1649,True
1650,True
1651,True
1652,False
1653,True
1654,False
1655,True
1656,False
1657,True
1658,True
1659,False
1660,True
1661,True
1662,True
1663,False
1664,True
1665,False
1666,False
1667,True
1668,True
1669,True
1670,False
1671,False
1672,False
1673,False
1674,True
1675,True
1676,False
1677,True
1678,False
1679,False
1680,True
1681,True
1682,False
1683,False
1684,True
1685,True
1686,True
1687,False
1688,False
1689,False
1690,True
1691,True
1692,True
1693,False
1694,False
1695,False
1696,True
1697,True
1698,True
1699,True
1700,True
1701,True
1702,False
1703,True
1704,True
1705,False
1706,False
1707,True
1708,False
1709,True
1710,False
1711,True
1712,False
1713,False
1714,False
1715,True
1716,False
1717,False
1718,True
1719,False
1720,False
1721,True
1722,True
1723,True
1724,False
1725,False
1726,True
1727,True
1728,True
1729,False
1730,True
1731,True
1732,True
1733,False
1734,True
1735,True
1736,False
1737,False
1738,True
1739,False
1740,False
1741,False
1742,True
1743,True
1744,False
1745,True
1746,True
1747,True
1748,False
1749,False
1750,True
1751,True
1752,True
1753,False
1754,True
1755,False
1756,False
1757,False
1758,True
1759,True
1760,True
1761,False
1762,True
1763,False
1764,False
1765,False
1766,False
1767,False
1768,True
1769,False
1770,True
1771,False
1772,False
1773,False
1774,False
1775,False
1776,True
1777,True
1778,False
1779,False
1780,False
1781,False
1782,True
1783,False
1784,False
1785,True
1786,True
1787,True
1788,False
1789,False
1790,True
1791,False
1792,False
1793,True
1794,True
1795,False
1796,True
1797,True
1798,True
1799,False
1800,False
1801,True
1802,False
1803,True
1804,True
1805,True
1806,False
1807,False
1808,False
1809,False
1810,True
1811,False
1812,True
1813,True
1814,False
1815,True
1816,True
1817,True
1818,False
1819,False
1820,True
1821,True
1822,True
1823,True
1824,False
1825,True
1826,True
1827,False
1828,True
1829,False
1830,True
1831,False
1832,False
1833,False
1834,False
1835,False
1836,True
1837,True
1838,False
1839,False
1840,True
1841,False
1842,True
1843,True
1844,True
1845,False
1846,False
1847,True
1848,True
1849,True
1850,False
1851,True
1852,True
1853,True
1854,False
1855,False
1856,False
1857,False
1858,True
1859,True
1860,False
1861,False
1862,False
1863,True
1864,True
1865,False
1866,False
1867,True
1868,True
1869,False
1870,False
1871,False
1872,True
1873,True
1874,True
1875,True
1876,False
1877,False
1878,False
1879,True
1880,True
1881,True
1882,False
1883,True
1884,True
1885,True
1886,False
1887,False
1888,False
1889,False
1890,True
1891,False
1892,True
1893,True
1894,True
1895,False
1896,False
1897,False
1898,True
1899,False
1900,True
1901,True
1902,True
1903,False
1904,True
1905,True
1906,False
1907,False
1908,True
1909,True
1910,True
1911,True
1912,False
1913,False
1914,True
1915,True
1916,True
1917,True
1918,False
1919,True
1920,True
1921,True
1922,False
1923,False
1924,False
1925,True
1926,False
1927,True
1928,True
1929,False
1930,True
1931,True
1932,True
1933,True
1934,True
1935,False
1936,True
1937,True
1938,False
1939,False
1940,True
1941,False
1942,False
1943,False
1944,False
1945,True
1946,False
1947,False
1948,True
1949,False
1950,False
1951,False
1952,False
1953,False
1954,False
1955,False
1956,False
1957,True
1958,True
1959,True
1960,False
1961,True
1962,True
1963,True
1964,True
1965,True
1966,False
1967,True
1968,True
1969,False
1970,False
1971,False
1972,True
1973,False
1974,True
1975,False
1976,True
1977,True
1978,True
1979,True
1980,False
1981,True
1982,True
1983,False
1984,False
1985,False
1986,True
1987,False
1988,True
1989,True
1990,True
1991,False
1992,False
1993,True
1994,True
1995,True
1996,False
1997,True
1998,True
1999,False
2000,False
2001,False
2002,True
2003,False
2004,True
2005,False
2006,False
2007,True
2008,True
2009,False
2010,True
2011,False
2012,False
2013,True
2014,True
2015,False
2016,False
2017,False
2018,False
2019,False
2020,True
2021,True
2022,False
2023,True
2024,True
2025,True
2026,True
2027,True
2028,False
2029,True
2030,True
2031,False
2032,True
2033,True
2034,False
2035,False
2036,True
2037,False
2038,False
2039,False
2040,True
2041,False
2042,False
2043,False
2044,True
2045,False
2046,False
2047,False
2048,False
2049,True
2050,False
2051,False
2052,True
2053,True
2054,False
2055,True
2056,True
2057,True
2058,True
2059,False
2060,True
2061,True
2062,True
2063,False
2064,True
2065,True
2066,False
2067,False
2068,False
2069,False
2070,False
2071,False
2072,True
2073,True
2074,True
2075,False
2076,True
2077,True
2078,False
2079,False
2080,True
2081,False
2082,False
2083,True
2084,True
2085,False
2086,False
2087,True
2088,True
2089,True
2090,True
2091,False
2092,False
2093,True
2094,False
2095,True
2096,False
2097,True
2098,False
2099,False
2100,False
2101,False
2102,False
2103,False
2104,True
2105,True
2106,False
2107,False
2108,False
2109,False
2110,True
2111,True
2112,False
2113,True
2114,False
2115,True
2116,False
2117,True
2118,True
2119,False
2120,False
2121,False
2122,True
2123,True
2124,True
2125,True
2126,True
2127,True
2128,False
2129,False
2130,True
2131,False
2132,True
2133,True
2134,True
2135,True
2136,True
2137,True
2138,True
2139,False
2140,False
2141,False
2142,False
2143,True
2144,False
2145,True
2146,False
2147,False
2148,False
2149,False
2150,False
2151,True
2152,False
2153,False
2154,False
2155,True
2156,True
2157,False
2158,False
2159,True
2160,True
2161,True
2162,False
2163,True
2164,True
2165,True
2166,True
2167,False
2168,True
2169,False
2170,False
2171,True
2172,True
2173,False
2174,False
2175,False
2176,False
2177,False
2178,True
2179,True
2180,True
2181,False
2182,True
2183,True
2184,True
2185,False
2186,False
2187,True
2188,False
2189,False
2190,True
2191,False
2192,False
2193,False
2194,True
2195,False
2196,False
2197,True
2198,True
2199,True
2200,True
2201,True
2202,False
2203,True
2204,False
2205,True
2206,False
2207,False
2208,False
2209,True
2210,True
2211,True
2212,True
2213,False
2214,True
2215,False
2216,True
2217,True
2218,False
2219,True
2220,True
2221,False
2222,False
2223,False
2224,False
2225,True
2226,False
2227,True
2228,True
2229,True
2230,True
2231,False
2232,False
2233,True
2234,False
2235,True
2236,True
2237,True
2238,True
2239,True
2240,False
2241,False
2242,True
2243,False
2244,True
2245,False
2246,True
2247,True
2248,False
2249,True
2250,False
2251,False
2252,False
2253,False
2254,False
2255,False
2256,False
2257,False
2258,False
2259,True
2260,False
2261,False
2262,True
2263,True
2264,True
2265,False
2266,True
2267,True
2268,True
2269,True
2270,True
2271,True
2272,False
2273,True
2274,False
2275,True
2276,False
2277,True
2278,True
2279,False
2280,False
2281,True
2282,True
2283,True
2284,True
2285,True
2286,False
2287,False
2288,False
2289,False
2290,False
2291,False
2292,True
2293,False
2294,False
2295,False
2296,True
2297,False
2298,False
2299,True
2300,False
2301,True
2302,False
2303,False
2304,True
2305,True
2306,False
2307,False
2308,False
2309,True
2310,False
2311,False
2312,False
2313,True
2314,False
2315,False
2316,True
2317,False
2318,True
2319,False
2320,True
2321,False
2322,False
2323,False
2324,True
2325,True
2326,True
2327,False
2328,False
2329,False
2330,True
2331,False
2332,False
2333,True
2334,False
2335,False
2336,False
2337,False
2338,True
2339,True
2340,False
2341,True
2342,True
2343,False
2344,True
2345,True
2346,False
2347,True
2348,True
2349,False
2350,True
2351,True
2352,True
2353,False
2354,True
2355,True
2356,True
2357,False
2358,True
2359,True
2360,False
2361,False
2362,False
2363,False
2364,True
2365,True
2366,True
2367,True
2368,False
2369,True
2370,True
2371,False
2372,True
2373,True
2374,False
2375,False
2376,False
2377,True
2378,True
2379,False
2380,False
2381,True
2382,True
2383,False
2384,False
2385,True
2386,False
2387,True
2388,True
2389,True
2390,True
2391,False
2392,True
2393,False
2394,False
2395,False
2396,False
2397,False
2398,False
2399,False
2400,True
2401,True
2402,True
2403,True
2404,False
2405,False
2406,True
2407,False
2408,False
2409,True
2410,False
2411,False
2412,False
2413,False
2414,True
2415,False
2416,False
2417,True
2418,True
2419,True
2420,True
2421,False
2422,True
2423,True
2424,True
2425,True
2426,False
2427,False
2428,True
2429,True
2430,False
2431,False
2432,True
2433,True
2434,False
2435,False
2436,False
2437,False
2438,True
2439,False
2440,True
2441,True
2442,False
2443,True
2444,False
2445,False
2446,False
2447,True
2448,False
2449,False
2450,False
2451,False
2452,True
2453,False
2454,True
2455,True
2456,True
2457,False
2458,True
2459,True
2460,True
2461,True
2462,False
2463,True
2464,False
2465,True
2466,True
2467,False
2468,False
2469,False
2470,True
2471,True
2472,True
2473,True
2474,True
2475,True
2476,True
2477,True
2478,True
2479,False
2480,True
2481,True
2482,True
2483,True
2484,True
2485,False
2486,False
2487,False
2488,False
2489,True
2490,True
2491,False
2492,False
2493,False
2494,True
2495,True
2496,False
2497,True
2498,True
2499,True
2500,False
2501,False
2502,False
2503,True
2504,True
2505,False
2506,False
2507,True
2508,False
2509,False
2510,True
2511,False
2512,False
2513,True
2514,True
2515,True
2516,False
2517,False
2518,False
2519,False
2520,False
2521,True
2522,False
2523,True
2524,True
2525,True
2526,True
2527,False
2528,False
2529,False
2530,True
2531,False
2532,True
2533,False
2534,True
2535,True
2536,True
2537,True
2538,True
2539,True
2540,True
2541,True
2542,True
2543,False
2544,False
2545,True
2546,True
2547,False
2548,True
2549,True
2550,False
2551,False
2552,False
2553,False
2554,True
2555,True
2556,False
2557,False
2558,True
2559,True
2560,False
2561,False
2562,False
2563,False
2564,False
2565,True
2566,True
2567,True
2568,True
2569,False
2570,False
2571,True
2572,False
2573,False
2574,True
2575,False
2576,False
2577,True
2578,True
2579,False
2580,True
2581,True
2582,False
2583,True
2584,True
2585,False
2586,False
2587,True
2588,True
2589,False
2590,True
2591,True
2592,False
2593,False
2594,False
2595,False
2596,True
2597,True
2598,False
2599,True
2600,True
2601,True
2602,False
2603,False
2604,True
2605,False
2606,False
2607,False
2608,False
2609,False
2610,True
2611,True
2612,False
2613,True
2614,True
2615,False
2616,False
2617,False
2618,True
2619,False
2620,False
2621,False
2622,True
2623,False
2624,False
2625,False
2626,True
2627,True
2628,False
2629,False
2630,True
2631,False
2632,True
2633,False
2634,False
2635,True
2636,False
2637,False
2638,False
2639,True
2640,True
2641,False
2642,False
2643,False
2644,True
2645,False
2646,True
2647,True
2648,False
2649,True
2650,False
2651,False
2652,True
2653,True
2654,True
2655,False
2656,True
2657,True
2658,False
2659,True
2660,True
2661,False
2662,False
2663,False
2664,False
2665,True
2666,True
2667,False
2668,True
2669,False
2670,True
2671,True
2672,False
2673,False
2674,True
2675,True
2676,True
2677,True
2678,False
2679,False
2680,False
2681,False
2682,True
2683,True
2684,False
2685,False
2686,False
2687,False
2688,True
2689,True
2690,True
2691,False
2692,False
2693,True
2694,False
2695,True
2696,True
2697,False
2698,True
2699,True
2700,False
2701,False
2702,True
2703,True
2704,True
2705,True
2706,False
2707,True
2708,False
2709,True
2710,False
2711,True
2712,True
2713,True
2714,True
2715,True
2716,False
2717,True
2718,False
2719,False
2720,True
2721,False
2722,False
2723,False
2724,False
2725,True
2726,True
2727,True
2728,False
2729,True
2730,True
2731,True
2732,True
2733,True
2734,True
2735,True
2736,False
2737,True
2738,True
2739,False
2740,True
2741,True
2742,False
2743,False
2744,False
2745,False
2746,False
2747,False
2748,False
2749,True
2750,True
2751,False
2752,False
2753,True
2754,False
2755,True
2756,True
2757,True
2758,True
2759,True
2760,True
2761,False
2762,True
2763,True
2764,False
2765,False
2766,True
2767,False
2768,False
2769,False
2770,False
2771,True
2772,True
2773,False
2774,False
2775,True
2776,True
2777,True
2778,False
2779,True
2780,True
2781,False
2782,True
2783,True
2784,True
2785,True
2786,False
2787,True
2788,False
2789,True
2790,False
2791,True
2792,True
2793,True
2794,True
2795,True
2796,True
2797,True
2798,True
2799,False
2800,True
2801,False
2802,False
2803,False
2804,True
2805,False
2806,False
2807,True
2808,False
2809,True
2810,False
2811,False
2812,True
2813,True
2814,True
2815,False
2816,True
2817,False
2818,False
2819,True
2820,False
2821,True
2822,True
2823,True
2824,False
2825,False
2826,True
2827,False
2828,False
2829,True
2830,True
2831,True
2832,True
2833,False
2834,False
2835,False
2836,False
2837,False
2838,True
2839,True
2840,True
2841,False
2842,False
2843,True
2844,True
2845,True
2846,False
2847,True
2848,False
2849,True
2850,True
2851,True
2852,True
2853,False
2854,False
2855,True
2856,False
2857,True
2858,True
2859,False
2860,True
2861,True
2862,False
2863,True
2864,True
2865,False
2866,False
2867,True
2868,False
2869,False
2870,False
2871,False
2872,True
2873,True
2874,True
2875,True
2876,True
2877,True
2878,True
2879,True
2880,False
2881,False
2882,False
2883,False
2884,True
2885,False
2886,False
2887,False
2888,False
2889,True
2890,False
2891,True
2892,True
2893,False
2894,True
2895,True
2896,True
2897,True
2898,True
2899,False
2900,False
2901,False
2902,True
2903,True
2904,True
2905,True
2906,True
2907,True
2908,True
2909,True
2910,False
2911,False
2912,True
2913,True
2914,True
2915,False
2916,False
2917,True
2918,True
2919,True
2920,False
2921,True
2922,False
2923,True
2924,True
2925,True
2926,True
2927,True
2928,False
2929,True
2930,False
2931,True
2932,False
2933,True
2934,False
2935,False
2936,True
2937,False
2938,False
2939,False
2940,True
2941,False
2942,False
2943,True
2944,False
2945,True
2946,True
2947,False
2948,False
2949,True
2950,False
2951,True
2952,True
2953,True
2954,True
2955,False
2956,False
2957,False
2958,False
2959,True
2960,True
2961,True
2962,True
2963,True
2964,True
2965,True
2966,False
2967,False
2968,True
2969,True
2970,True
2971,True
2972,True
2973,False
2974,True
2975,False
2976,False
2977,False
2978,False
2979,True
2980,False
2981,True
2982,False
2983,False
2984,False
2985,False
2986,True
2987,True
2988,False
2989,False
2990,False
2991,True
2992,True
2993,True
2994,True
2995,True
2996,False
2997,True
